Superlattice vectors (celldm1_l units):
0.00000000000 -12.52032520325 0.00000000000
-16.00000000000 0.00000000000 0.00000000000
Layer 1 points (Angstrom):
P -56.12489966790 -45.35916000000 0.60188965000
P -54.46439966790 -43.80684000000 0.60188965000
P -56.12489966790 -41.95884000000 -0.60188965000
P -54.46439966790 -43.04916000000 -0.60188965000
P -56.12489966790 -40.73916000000 0.60188965000
P -54.46439966790 -39.18684000000 0.60188965000
P -56.12489966790 -37.33884000000 -0.60188965000
P -54.46439966790 -38.42916000000 -0.60188965000
P -56.12489966790 -36.11916000000 0.60188965000
P -54.46439966790 -34.56684000000 0.60188965000
P -56.12489966790 -32.71884000000 -0.60188965000
P -54.46439966790 -33.80916000000 -0.60188965000
P -56.12489966790 -31.49916000000 0.60188965000
P -54.46439966790 -29.94684000000 0.60188965000
P -56.12489966790 -28.09884000000 -0.60188965000
P -54.46439966790 -29.18916000000 -0.60188965000
P -56.12489966790 -26.87916000000 0.60188965000
P -54.46439966790 -25.32684000000 0.60188965000
P -56.12489966790 -23.47884000000 -0.60188965000
P -54.46439966790 -24.56916000000 -0.60188965000
P -56.12489966790 -22.25916000000 0.60188965000
P -54.46439966790 -20.70684000000 0.60188965000
P -56.12489966790 -18.85884000000 -0.60188965000
P -54.46439966790 -19.94916000000 -0.60188965000
P -56.12489966790 -17.63916000000 0.60188965000
P -54.46439966790 -16.08684000000 0.60188965000
P -56.12489966790 -14.23884000000 -0.60188965000
P -54.46439966790 -15.32916000000 -0.60188965000
P -56.12489966790 -13.01916000000 0.60188965000
P -54.46439966790 -11.46684000000 0.60188965000
P -56.12489966790 -9.61884000000 -0.60188965000
P -54.46439966790 -10.70916000000 -0.60188965000
P -56.12489966790 -8.39916000000 0.60188965000
P -54.46439966790 -6.84684000000 0.60188965000
P -56.12489966790 -4.99884000000 -0.60188965000
P -54.46439966790 -6.08916000000 -0.60188965000
P -52.80389966790 -45.35916000000 0.60188965000
P -51.14339966790 -43.80684000000 0.60188965000
