
i       Angle(Deg)      l       m       p       q       Angle(Rad)      L(Ang)

0	60.0000000000	0	1	-1	1	1.0471975512	3.1160000000
1	21.7867892983	1	2	-2	3	0.3802512067	8.2441610853
2	13.1735511073	2	3	-3	5	0.2299218410	13.5823291081
3	9.4300079079	3	4	-4	7	0.1645846865	18.9538880444
4	7.3409930166	4	5	-5	9	0.1281244985	24.3367379901
5	6.0089831978	5	6	-6	11	0.1048765415	29.7247455162
6	5.0858478081	6	7	-7	13	0.0887647895	35.1155366184
7	4.4084550079	7	8	-8	15	0.0769420548	40.5080000000
8	3.8902381690	8	9	-9	17	0.0678974647	45.9015462920
9	3.4810060895	9	10	-10	19	0.0607550175	51.2958339049
10	3.1496574264	10	11	-11	21	0.0549718924	56.6906512222
11	2.8758946336	11	12	-12	23	0.0501938303	62.0858601616
12	2.6459083812	12	13	-13	25	0.0461798130	67.4813667911
13	2.4499772766	13	14	-14	27	0.0427601701	72.8771049919
14	2.2810596097	14	15	-15	29	0.0398120006	78.2730268739
15	2.1339296666	15	16	-16	31	0.0372440987	83.6690968996
16	2.0046278307	16	17	-17	33	0.0349873559	89.0652881430
17	1.8900990735	17	18	-18	35	0.0329884520	94.4615798301
18	1.7879486104	18	19	-19	37	0.0312055901	99.8579556771
19	1.6962726935	19	20	-20	39	0.0296055435	105.2544027393
20	1.6135389012	20	21	-21	41	0.0281615664	110.6509105972
21	1.5384998184	21	22	-22	43	0.0268518874	116.0474707695
22	1.4701297258	22	23	-23	45	0.0256586041	121.4440762820
23	1.4075774463	23	24	-24	47	0.0245668609	126.8407213477
24	1.3501307356	24	25	-25	49	0.0235642267	132.2374011239
25	1.2971890476	25	26	-26	51	0.0226402199	137.6341115276
26	1.2482424655	26	27	-27	53	0.0217859409	143.0308490921
27	1.2028552275	27	28	-28	55	0.0209937841	148.4276108546
28	1.1606527199	28	29	-29	57	0.0202572114	153.8243942683
29	1.1213111154	29	30	-30	59	0.0195705709	159.2211971315
30	1.0845490492	30	31	-31	61	0.0189289518	164.6180175315
31	1.0501208798	31	32	-32	63	0.0183280669	170.0148537981
32	1.0178111944	32	33	-33	65	0.0177641565	175.4117044669
33	0.9874302978	33	34	-34	67	0.0172339098	180.8085682483
34	0.9588104855	34	35	-35	69	0.0167343999	186.2054440020
35	0.9318029473	35	36	-36	71	0.0162630294	191.6023307165
36	0.9062751789	36	37	-37	73	0.0158174858	196.9992274909
37	0.8821088086	37	38	-38	75	0.0153957031	202.3961335204
38	0.8591977616	38	39	-39	77	0.0149958299	207.7930480839
39	0.8374467041	39	40	-40	79	0.0146162023	213.1899705333
40	0.8167697169	40	41	-41	81	0.0142553208	218.5869002845
41	0.7970891616	41	42	-42	83	0.0139118303	223.9838368097
42	0.7783347063	42	43	-43	85	0.0135845033	229.3807796307
43	0.7604424859	43	44	-44	87	0.0132722252	234.7777283134
44	0.7433543756	44	45	-45	89	0.0129739814	240.1746824626
45	0.7270173601	45	46	-46	91	0.0126888467	245.5716417178
46	0.7113829843	46	47	-47	93	0.0124159753	250.9686057498
47	0.6964068731	47	48	-48	95	0.0121545929	256.3655742568
48	0.6820483112	48	49	-49	97	0.0119039887	261.7625469619
49	0.6682698731	49	50	-50	99	0.0116635096	267.1595236109
50	0.6550370975	50	51	-51	101	0.0114325541	272.5565039694
51	0.6423181996	51	52	-52	103	0.0112105674	277.9534878213
52	0.6300838162	52	53	-53	105	0.0109970372	283.3504749670
53	0.6183067794	53	54	-54	107	0.0107914891	288.7474652218
54	0.6069619150	54	55	-55	109	0.0105934839	294.1444584146
55	0.5960258634	55	56	-56	111	0.0104026137	299.5414543865
56	0.5854769183	56	57	-57	113	0.0102184999	304.9384529901
57	0.5752948836	57	58	-58	115	0.0100407899	310.3354540880
58	0.5654609441	58	59	-59	117	0.0098691553	315.7324575523
59	0.5559575492	59	60	-60	119	0.0097032897	321.1294632637
60	0.5467683088	60	61	-61	121	0.0095429072	326.5264711107
61	0.5378778989	61	62	-62	123	0.0093877403	331.9234809892
62	0.5292719759	62	63	-63	125	0.0092375386	337.3204928017
63	0.5209370999	63	64	-64	127	0.0090920676	342.7175064568
64	0.5128606644	64	65	-65	129	0.0089511072	348.1145218689
65	0.5050308328	65	66	-66	131	0.0088144509	353.5115389574
66	0.4974364803	66	67	-67	133	0.0086819044	358.9085576467
67	0.4900671415	67	68	-68	135	0.0085532852	364.3055778656
68	0.4829129620	68	69	-69	137	0.0084284212	369.7025995473
69	0.4759646546	69	70	-70	139	0.0083071503	375.0996226284
70	0.4692134589	70	71	-71	141	0.0081893198	380.4966470496
71	0.4626511047	71	72	-72	143	0.0080747851	385.8936727546
72	0.4562697781	72	73	-73	145	0.0079634099	391.2906996901
73	0.4500620903	73	74	-74	147	0.0078550653	396.6877278061
74	0.4440210493	74	75	-75	149	0.0077496293	402.0847570550
75	0.4381400335	75	76	-76	151	0.0076469862	407.4817873918
76	0.4324127675	76	77	-77	153	0.0075470265	412.8788187737
77	0.4268332999	77	78	-78	155	0.0074496464	418.2758511605
78	0.4213959823	78	79	-79	157	0.0073547473	423.6728845135
79	0.4160954508	79	80	-80	159	0.0072622356	429.0699187965
80	0.4109266078	80	81	-81	161	0.0071720223	434.4669539746
81	0.4058846060	81	82	-82	163	0.0070840228	439.8639900151
82	0.4009648330	82	83	-83	165	0.0069981565	445.2610268865
83	0.3961628974	83	84	-84	167	0.0069143469	450.6580645589
84	0.3914746158	84	85	-85	169	0.0068325210	456.0551030040
85	0.3868960003	85	86	-86	171	0.0067526091	461.4521421946
86	0.3824232476	86	87	-87	173	0.0066745448	466.8491821049
87	0.3780527281	87	88	-88	175	0.0065982649	472.2462227101
88	0.3737809763	88	89	-89	177	0.0065237087	477.6432639868
89	0.3696046817	89	90	-90	179	0.0064508186	483.0403059125
90	0.3655206799	90	91	-91	181	0.0063795393	488.4373484655
91	0.3615259451	91	92	-92	183	0.0063098181	493.8343916254
