Superlattice vectors (celldm1 units):
12.00000000000 -20.78460960000 0.00000000000
24.00000000000 0.00000000000 0.00000000000
Layer 1 points (Angstrom):
S 37.96474800000 -67.58345193066 5.31045680000
S 37.96474800000 -67.58345193066 3.10314865000
S 36.38288350000 -64.84358225795 5.31045680000
S 36.38288350000 -64.84358225795 3.10314865000
S 34.80101900000 -62.10371258523 5.31045680000
S 34.80101900000 -62.10371258523 3.10314865000
S 33.21915450000 -59.36384291251 5.31045680000
S 33.21915450000 -59.36384291251 3.10314865000
S 31.63729000000 -56.62397323980 5.31045680000
S 31.63729000000 -56.62397323980 3.10314865000
Mo 30.05542550000 -57.53726312705 4.20680272500
S 30.05542550000 -53.88410356708 5.31045680000
S 30.05542550000 -53.88410356708 3.10314865000
S 28.47356100000 -51.14423389436 5.31045680000
S 28.47356100000 -51.14423389436 3.10314865000
S 26.89169650000 -48.40436422165 5.31045680000
S 26.89169650000 -48.40436422165 3.10314865000
S 25.30983200000 -45.66449454893 5.31045680000
S 25.30983200000 -45.66449454893 3.10314865000
S 23.72796750000 -42.92462487621 5.31045680000
S 23.72796750000 -42.92462487621 3.10314865000
S 22.14610300000 -40.18475520350 5.31045680000
S 22.14610300000 -40.18475520350 3.10314865000
Mo 20.56423850000 -41.09804509075 4.20680272500
S 20.56423850000 -37.44488553078 5.31045680000
S 20.56423850000 -37.44488553078 3.10314865000
Mo 18.98237400000 -38.35817541803 4.20680272500
S 18.98237400000 -34.70501585806 5.31045680000
S 18.98237400000 -34.70501585806 3.10314865000
S 17.40050950000 -31.96514618535 5.31045680000
S 17.40050950000 -31.96514618535 3.10314865000
S 15.81864500000 -29.22527651263 5.31045680000
S 15.81864500000 -29.22527651263 3.10314865000
Mo 14.23678050000 -30.13856639988 4.20680272500
S 14.23678050000 -26.48540683991 5.31045680000
S 14.23678050000 -26.48540683991 3.10314865000
S 12.65491600000 -23.74553716720 5.31045680000
S 12.65491600000 -23.74553716720 3.10314865000
S 11.07305150000 -21.00566749448 5.31045680000
S 11.07305150000 -21.00566749448 3.10314865000
Mo 9.49118700000 -21.91895738173 4.20680272500
S 9.49118700000 -18.26579782176 5.31045680000
S 9.49118700000 -18.26579782176 3.10314865000
S 7.90932250000 -15.52592814905 5.31045680000
S 7.90932250000 -15.52592814905 3.10314865000
Mo 6.32745800000 -16.43921803630 4.20680272500
S 6.32745800000 -12.78605847633 5.31045680000
S 6.32745800000 -12.78605847633 3.10314865000
Mo 4.74559350000 -13.69934836358 4.20680272500
S 4.74559350000 -10.04618880361 5.31045680000
S 4.74559350000 -10.04618880361 3.10314865000
Mo 3.16372900000 -10.95947869087 4.20680272500
S 3.16372900000 -7.30631913090 5.31045680000
S 3.16372900000 -7.30631913090 3.10314865000
Mo 1.58186450000 -8.21960901815 4.20680272500
S 1.58186450000 -4.56644945818 5.31045680000
S 1.58186450000 -4.56644945818 3.10314865000
Mo -1.58186450000 -2.73986967272 4.20680272500
S 41.12847700000 -67.58345193066 5.31045680000
S 41.12847700000 -67.58345193066 3.10314865000
Mo 39.54661250000 -68.49674181791 4.20680272500
S 39.54661250000 -64.84358225795 5.31045680000
S 39.54661250000 -64.84358225795 3.10314865000
Mo 37.96474800000 -65.75687214520 4.20680272500
S 37.96474800000 -62.10371258523 5.31045680000
S 37.96474800000 -62.10371258523 3.10314865000
Mo 36.38288350000 -63.01700247248 4.20680272500
S 36.38288350000 -59.36384291251 5.31045680000
S 36.38288350000 -59.36384291251 3.10314865000
Mo 34.80101900000 -60.27713279977 4.20680272500
S 34.80101900000 -56.62397323980 5.31045680000
S 34.80101900000 -56.62397323980 3.10314865000
Mo 33.21915450000 -57.53726312705 4.20680272500
S 33.21915450000 -53.88410356708 5.31045680000
