Superlattice vectors (celldm1 units):
-0.500000 2.598076 0.000000
-2.500000 0.866025 0.000000
Layer 1 points (Angstrom):
C -6.150000 0.710141 0.000000
C -7.380000 2.840563 0.000000
C -8.610000 4.970986 0.000000
C -3.690000 0.710141 0.000000
C -4.920000 0.000000 0.000000
C -4.920000 2.840563 0.000000
C -6.150000 2.130422 0.000000
C -6.150000 4.970986 0.000000
C -7.380000 4.260845 0.000000
C -8.610000 6.391267 0.000000
C -2.460000 0.000000 0.000000
C -3.690000 2.130422 0.000000
C -3.690000 4.970986 0.000000
C -4.920000 4.260845 0.000000
Number of points in layer 1: 14
Layer 2 points (Angstrom):
C -3.690000 -0.710140 3.300000
C -5.622857 0.811591 3.300000
C -7.555714 2.333321 3.300000
C -2.284286 -0.913038 3.300000
C -3.338571 1.724628 3.300000
C -4.217143 0.608693 3.300000
C -5.271428 3.246359 3.300000
C -6.150000 2.130424 3.300000
C -7.204285 4.768090 3.300000
C -8.082856 3.652154 3.300000
C -2.987142 4.159397 3.300000
C -3.865714 3.043461 3.300000
C -5.798570 4.565192 3.300000
C -7.731427 6.086923 3.300000
Number of points in layer 2: 14

Total number of atoms: 28
