Superlattice vectors (celldm1_l units):
14.50000000000 2.59807620000 0.00000000000
5.00000000000 13.85640640000 0.00000000000
Layer 1 points (Angstrom):
S -3.16256376300 -1.82590703557 5.31045680000
S -3.16256376300 -1.82590703557 3.10314865000
S 0.00000000000 -1.82590703557 5.31045680000
S 0.00000000000 -1.82590703557 3.10314865000
Mo -1.58128188150 -2.73886054788 4.20680272500
S -1.58128188150 0.91295351231 5.31045680000
S -1.58128188150 0.91295351231 3.10314865000
S 3.16256376300 -1.82590703557 5.31045680000
S 3.16256376300 -1.82590703557 3.10314865000
S 1.58128188150 0.91295351231 5.31045680000
S 1.58128188150 0.91295351231 3.10314865000
Mo 0.00000000000 0.00000000000 4.20680272500
S 0.00000000000 3.65181406018 5.31045680000
S 0.00000000000 3.65181406018 3.10314865000
Mo -1.58128188150 2.73886054788 4.20680272500
S 4.74384564450 0.91295351231 5.31045680000
S 4.74384564450 0.91295351231 3.10314865000
Mo 3.16256376300 0.00000000000 4.20680272500
S 3.16256376300 3.65181406018 5.31045680000
S 3.16256376300 3.65181406018 3.10314865000
Mo 1.58128188150 2.73886054788 4.20680272500
S 1.58128188150 6.39067460806 5.31045680000
S 1.58128188150 6.39067460806 3.10314865000
Mo 0.00000000000 5.47772109576 4.20680272500
S 7.90640940750 0.91295351231 5.31045680000
S 7.90640940750 0.91295351231 3.10314865000
Mo 6.32512752600 0.00000000000 4.20680272500
S 6.32512752600 3.65181406018 5.31045680000
S 6.32512752600 3.65181406018 3.10314865000
Mo 4.74384564450 2.73886054788 4.20680272500
S 4.74384564450 6.39067460806 5.31045680000
S 4.74384564450 6.39067460806 3.10314865000
Mo 3.16256376300 5.47772109576 4.20680272500
S 3.16256376300 9.12953515594 5.31045680000
S 3.16256376300 9.12953515594 3.10314865000
Mo 1.58128188150 8.21658164363 4.20680272500
S 1.58128188150 11.86839570382 5.31045680000
S 1.58128188150 11.86839570382 3.10314865000
S 11.06897317050 0.91295351231 5.31045680000
S 11.06897317050 0.91295351231 3.10314865000
Mo 9.48769128900 0.00000000000 4.20680272500
S 9.48769128900 3.65181406018 5.31045680000
S 9.48769128900 3.65181406018 3.10314865000
Mo 7.90640940750 2.73886054788 4.20680272500
S 7.90640940750 6.39067460806 5.31045680000
S 7.90640940750 6.39067460806 3.10314865000
Mo 6.32512752600 5.47772109576 4.20680272500
S 6.32512752600 9.12953515594 5.31045680000
S 6.32512752600 9.12953515594 3.10314865000
Mo 4.74384564450 8.21658164363 4.20680272500
S 4.74384564450 11.86839570382 5.31045680000
S 4.74384564450 11.86839570382 3.10314865000
Mo 3.16256376300 10.95544219151 4.20680272500
S 3.16256376300 14.60725625170 5.31045680000
S 3.16256376300 14.60725625170 3.10314865000
S 14.23153693350 0.91295351231 5.31045680000
S 14.23153693350 0.91295351231 3.10314865000
Mo 12.65025505200 0.00000000000 4.20680272500
S 12.65025505200 3.65181406018 5.31045680000
S 12.65025505200 3.65181406018 3.10314865000
Mo 11.06897317050 2.73886054788 4.20680272500
S 11.06897317050 6.39067460806 5.31045680000
S 11.06897317050 6.39067460806 3.10314865000
Mo 9.48769128900 5.47772109576 4.20680272500
S 9.48769128900 9.12953515594 5.31045680000
S 9.48769128900 9.12953515594 3.10314865000
Mo 7.90640940750 8.21658164363 4.20680272500
S 7.90640940750 11.86839570382 5.31045680000
S 7.90640940750 11.86839570382 3.10314865000
Mo 6.32512752600 10.95544219151 4.20680272500
S 6.32512752600 14.60725625170 5.31045680000
S 6.32512752600 14.60725625170 3.10314865000
Mo 4.74384564450 13.69430273939 4.20680272500
S 4.74384564450 17.34611679957 5.31045680000
S 4.74384564450 17.34611679957 3.10314865000
Mo 3.16256376300 16.43316328727 4.20680272500
S 17.39410069650 0.91295351231 5.31045680000
S 17.39410069650 0.91295351231 3.10314865000
S 15.81281881500 3.65181406018 5.31045680000
S 15.81281881500 3.65181406018 3.10314865000
Mo 14.23153693350 2.73886054788 4.20680272500
S 14.23153693350 6.39067460806 5.31045680000
S 14.23153693350 6.39067460806 3.10314865000
Mo 12.65025505200 5.47772109576 4.20680272500
S 12.65025505200 9.12953515594 5.31045680000
S 12.65025505200 9.12953515594 3.10314865000
Mo 11.06897317050 8.21658164363 4.20680272500
S 11.06897317050 11.86839570382 5.31045680000
S 11.06897317050 11.86839570382 3.10314865000
Mo 9.48769128900 10.95544219151 4.20680272500
S 9.48769128900 14.60725625170 5.31045680000
S 9.48769128900 14.60725625170 3.10314865000
Mo 7.90640940750 13.69430273939 4.20680272500
S 7.90640940750 17.34611679957 5.31045680000
S 7.90640940750 17.34611679957 3.10314865000
Mo 6.32512752600 16.43316328727 4.20680272500
S 6.32512752600 20.08497734745 5.31045680000
S 6.32512752600 20.08497734745 3.10314865000
Mo 4.74384564450 19.17202383514 4.20680272500
S 20.55666445950 0.91295351231 5.31045680000
S 20.55666445950 0.91295351231 3.10314865000
S 18.97538257800 3.65181406018 5.31045680000
S 18.97538257800 3.65181406018 3.10314865000
Mo 17.39410069650 2.73886054788 4.20680272500
S 17.39410069650 6.39067460806 5.31045680000
S 17.39410069650 6.39067460806 3.10314865000
Mo 15.81281881500 5.47772109576 4.20680272500
S 15.81281881500 9.12953515594 5.31045680000
S 15.81281881500 9.12953515594 3.10314865000
Mo 14.23153693350 8.21658164363 4.20680272500
S 14.23153693350 11.86839570382 5.31045680000
S 14.23153693350 11.86839570382 3.10314865000
Mo 12.65025505200 10.95544219151 4.20680272500
S 12.65025505200 14.60725625170 5.31045680000
S 12.65025505200 14.60725625170 3.10314865000
