Superlattice vectors (celldm1_l units):
5.50000000000 -9.52627940000 0.00000000000
11.00000000000 0.00000000000 0.00000000000
Layer 1 points (Angstrom):
S 17.39554586550 -31.95602787175 5.31045680000
S 17.39554586550 -31.95602787175 3.10314865000
S 15.81413260500 -29.21693976877 5.31045680000
S 15.81413260500 -29.21693976877 3.10314865000
S 14.23271934450 -26.47785166579 5.31045680000
S 14.23271934450 -26.47785166579 3.10314865000
Mo 12.65130608400 -27.39088102980 4.20680272500
S 12.65130608400 -23.73876356281 5.31045680000
S 12.65130608400 -23.73876356281 3.10314865000
S 11.06989282350 -20.99967545983 5.31045680000
S 11.06989282350 -20.99967545983 3.10314865000
S 9.48847956300 -18.26058735685 5.31045680000
S 9.48847956300 -18.26058735685 3.10314865000
Mo 7.90706630250 -19.17361672086 4.20680272500
S 7.90706630250 -15.52149925387 5.31045680000
S 7.90706630250 -15.52149925387 3.10314865000
S 6.32565304200 -12.78241115089 5.31045680000
S 6.32565304200 -12.78241115089 3.10314865000
S 4.74423978150 -10.04332304791 5.31045680000
S 4.74423978150 -10.04332304791 3.10314865000
Mo 3.16282652100 -10.95635241192 4.20680272500
S 3.16282652100 -7.30423494493 5.31045680000
S 3.16282652100 -7.30423494493 3.10314865000
S 1.58141326050 -4.56514684195 5.31045680000
S 1.58141326050 -4.56514684195 3.10314865000
Mo 0.00000000000 -5.47817620596 4.20680272500
Mo -1.58141326050 -2.73908810298 4.20680272500
Mo -3.16282652100 0.00000000000 4.20680272500
S 20.55837238650 -31.95602787175 5.31045680000
S 20.55837238650 -31.95602787175 3.10314865000
Mo 18.97695912600 -32.86905723576 4.20680272500
S 18.97695912600 -29.21693976877 5.31045680000
S 18.97695912600 -29.21693976877 3.10314865000
Mo 17.39554586550 -30.12996913278 4.20680272500
S 17.39554586550 -26.47785166579 5.31045680000
S 17.39554586550 -26.47785166579 3.10314865000
Mo 15.81413260500 -27.39088102980 4.20680272500
S 15.81413260500 -23.73876356281 5.31045680000
S 15.81413260500 -23.73876356281 3.10314865000
Mo 14.23271934450 -24.65179292682 4.20680272500
S 14.23271934450 -20.99967545983 5.31045680000
S 14.23271934450 -20.99967545983 3.10314865000
Mo 12.65130608400 -21.91270482384 4.20680272500
S 12.65130608400 -18.26058735685 5.31045680000
S 12.65130608400 -18.26058735685 3.10314865000
Mo 11.06989282350 -19.17361672086 4.20680272500
S 11.06989282350 -15.52149925387 5.31045680000
S 11.06989282350 -15.52149925387 3.10314865000
Mo 9.48847956300 -16.43452861788 4.20680272500
S 9.48847956300 -12.78241115089 5.31045680000
S 9.48847956300 -12.78241115089 3.10314865000
Mo 7.90706630250 -13.69544051490 4.20680272500
S 7.90706630250 -10.04332304791 5.31045680000
S 7.90706630250 -10.04332304791 3.10314865000
Mo 6.32565304200 -10.95635241192 4.20680272500
S 6.32565304200 -7.30423494493 5.31045680000
S 6.32565304200 -7.30423494493 3.10314865000
Mo 4.74423978150 -8.21726430894 4.20680272500
S 4.74423978150 -4.56514684195 5.31045680000
S 4.74423978150 -4.56514684195 3.10314865000
Mo 3.16282652100 -5.47817620596 4.20680272500
S 23.72119890750 -31.95602787175 5.31045680000
S 23.72119890750 -31.95602787175 3.10314865000
Mo 22.13978564700 -32.86905723576 4.20680272500
S 22.13978564700 -29.21693976877 5.31045680000
S 22.13978564700 -29.21693976877 3.10314865000
Mo 20.55837238650 -30.12996913278 4.20680272500
S 20.55837238650 -26.47785166579 5.31045680000
S 20.55837238650 -26.47785166579 3.10314865000
Mo 18.97695912600 -27.39088102980 4.20680272500
S 18.97695912600 -23.73876356281 5.31045680000
S 18.97695912600 -23.73876356281 3.10314865000
Mo 17.39554586550 -24.65179292682 4.20680272500
S 17.39554586550 -20.99967545983 5.31045680000
S 17.39554586550 -20.99967545983 3.10314865000
Mo 15.81413260500 -21.91270482384 4.20680272500
S 15.81413260500 -18.26058735685 5.31045680000
S 15.81413260500 -18.26058735685 3.10314865000
Mo 14.23271934450 -19.17361672086 4.20680272500
S 14.23271934450 -15.52149925387 5.31045680000
S 14.23271934450 -15.52149925387 3.10314865000
Mo 12.65130608400 -16.43452861788 4.20680272500
S 12.65130608400 -12.78241115089 5.31045680000
S 12.65130608400 -12.78241115089 3.10314865000
Mo 11.06989282350 -13.69544051490 4.20680272500
S 11.06989282350 -10.04332304791 5.31045680000
S 11.06989282350 -10.04332304791 3.10314865000
Mo 9.48847956300 -10.95635241192 4.20680272500
S 9.48847956300 -7.30423494493 5.31045680000
S 9.48847956300 -7.30423494493 3.10314865000
Mo 7.90706630250 -8.21726430894 4.20680272500
S 7.90706630250 -4.56514684195 5.31045680000
S 7.90706630250 -4.56514684195 3.10314865000
Mo 6.32565304200 -5.47817620596 4.20680272500
S 26.88402542850 -31.95602787175 5.31045680000
S 26.88402542850 -31.95602787175 3.10314865000
Mo 25.30261216800 -32.86905723576 4.20680272500
S 25.30261216800 -29.21693976877 5.31045680000
S 25.30261216800 -29.21693976877 3.10314865000
Mo 23.72119890750 -30.12996913278 4.20680272500
S 23.72119890750 -26.47785166579 5.31045680000
S 23.72119890750 -26.47785166579 3.10314865000
Mo 22.13978564700 -27.39088102980 4.20680272500
S 22.13978564700 -23.73876356281 5.31045680000
