Superlattice vectors (celldm1_l units):
-0.50000000000 2.59807620000 0.00000000000
-2.50000000000 0.86602540000 0.00000000000
Layer 1 points (Angstrom):
S -7.87155250000 0.90892858336 7.54817153884
S -7.87155250000 0.90892858336 4.41075018644
S -9.44586300000 3.63571434433 7.54817153884
S -9.44586300000 3.63571434433 4.41075018644
S -11.02017350000 6.36250010530 7.54817153884
S -11.02017350000 6.36250010530 4.41075018644
S -4.72293150000 0.90892858336 7.54817153884
S -4.72293150000 0.90892858336 4.41075018644
Mo -6.29724200000 0.00000000000 5.97946086264
S -6.29724200000 3.63571434433 7.54817153884
S -6.29724200000 3.63571434433 4.41075018644
Mo -7.87155250000 2.72678576097 5.97946086264
S -7.87155250000 6.36250010530 7.54817153884
S -7.87155250000 6.36250010530 4.41075018644
Mo -9.44586300000 5.45357152195 5.97946086264
Mo -11.02017350000 8.18035728292 5.97946086264
Mo -3.14862100000 0.00000000000 5.97946086264
Mo -4.72293150000 2.72678576097 5.97946086264
S -4.72293150000 6.36250010530 7.54817153884
S -4.72293150000 6.36250010530 4.41075018644
Mo -6.29724200000 5.45357152195 5.97946086264
Number of points in layer 1: 21
Layer 2 points (Angstrom):
S -4.72293149718 -0.90892859803 13.52763240148
S -4.72293149718 -0.90892859803 10.39021104908
S -7.19684799275 1.03877551440 13.52763240148
S -7.19684799275 1.03877551440 10.39021104908
S -9.67076448833 2.98647962683 13.52763240148
S -9.67076448833 2.98647962683 10.39021104908
Mo -2.92371950000 -1.16862247410 11.95892172528
S -4.27312849275 2.20739798850 13.52763240148
S -4.27312849275 2.20739798850 10.39021104908
Mo -5.39763599558 0.77908163833 11.95892172528
S -6.74704498833 4.15510210092 13.52763240148
S -6.74704498833 4.15510210092 10.39021104908
Mo -7.87155249116 2.72678575076 11.95892172528
S -9.22096148391 6.10280621335 13.52763240148
S -9.22096148391 6.10280621335 10.39021104908
Mo -10.34546898673 4.67448986319 11.95892172528
S -3.82332548833 5.32372457502 13.52763240148
S -3.82332548833 5.32372457502 10.39021104908
Mo -4.94783299116 3.89540822485 11.95892172528
Mo -7.42174948673 5.84311233728 11.95892172528
Mo -9.89566598231 7.79081644971 11.95892172528
Number of points in layer 2: 21

Total number of atoms: 42
